format,year,month,rank,country,rating
odi,1993,8,5,India,99
odi,1993,8,6,New Zealand,98
odi,1993,8,7,Pakistan,96
odi,1993,8,8,South Africa,95
odi,1993,8,9,Zimbabwe,27
odi,1993,9,1,West Indies,113
odi,1993,9,2,Australia,108
odi,1993,9,3,Sri Lanka,103
odi,1993,9,4,England,100
odi,1993,9,5,South Africa,99
odi,1993,9,6,New Zealand,98
odi,1993,9,7,Pakistan,96
odi,1993,9,8,India,95
odi,1993,9,9,Zimbabwe,27
odi,1993,10,1,West Indies,115
odi,1993,10,2,Australia,108
odi,1993,10,3,Sri Lanka,104
odi,1993,10,4,England,100
odi,1993,10,5,New Zealand,98
odi,1993,10,6,Pakistan,96
odi,1993,10,7,South Africa,96
odi,1993,10,8,India,95
odi,1993,10,9,Zimbabwe,27
odi,1993,11,1,West Indies,114
odi,1993,11,2,Australia,108
odi,1993,11,3,Sri Lanka,100
odi,1993,11,4,England,100
odi,1993,11,5,Pakistan,99
odi,1993,11,6,New Zealand,98
odi,1993,11,7,South Africa,96
odi,1993,11,8,India,95
odi,1993,11,9,Zimbabwe,27
odi,1993,12,1,West Indies,115
odi,1993,12,2,Australia,105
odi,1993,12,3,India,101
odi,1993,12,4,South Africa,100
odi,1993,12,5,Pakistan,100
odi,1993,12,6,England,100
odi,1993,12,7,New Zealand,98
odi,1993,12,8,Sri Lanka,89
odi,1993,12,9,Zimbabwe,29
odi,1994,1,1,West Indies,113
odi,1994,1,2,Australia,111
odi,1994,1,3,Pakistan,101
odi,1994,1,4,India,101
odi,1994,1,5,England,100
odi,1994,1,6,New Zealand,99
odi,1994,1,7,South Africa,93
odi,1994,1,8,Sri Lanka,91
odi,1994,1,9,Zimbabwe,26
odi,1994,2,1,West Indies,113
odi,1994,2,2,Australia,109
odi,1994,2,3,India,102
odi,1994,2,4,Pakistan,101
odi,1994,2,5,England,100
odi,1994,2,6,New Zealand,97
odi,1994,2,7,South Africa,96
odi,1994,2,8,Sri Lanka,90
odi,1994,2,9,Zimbabwe,26
odi,1994,3,1,West Indies,114
odi,1994,3,2,Australia,105
odi,1994,3,3,South Africa,101
odi,1994,3,4,Pakistan,101
odi,1994,3,5,India,101
odi,1994,3,6,England,99
odi,1994,3,7,New Zealand,97
odi,1994,3,8,Sri Lanka,91
odi,1994,3,9,Zimbabwe,26
odi,1994,4,1,West Indies,113
odi,1994,4,2,Australia,105
odi,1994,4,3,Pakistan,102
odi,1994,4,4,England,101
odi,1994,4,5,South Africa,101
odi,1994,4,6,India,100
odi,1994,4,7,New Zealand,95
odi,1994,4,8,Sri Lanka,91
odi,1994,4,9,Zimbabwe,26
odi,1994,5,1,West Indies,113
odi,1994,5,2,Australia,108
odi,1994,5,3,Pakistan,105
odi,1994,5,4,England,103
odi,1994,5,5,South Africa,99
odi,1994,5,6,India,99
odi,1994,5,7,New Zealand,93
odi,1994,5,8,Sri Lanka,88
odi,1994,5,9,Zimbabwe,26
odi,1994,8,1,West Indies,114
odi,1994,8,2,Pakistan,109
odi,1994,8,3,Australia,107
odi,1994,8,4,South Africa,101
odi,1994,8,5,India,100
odi,1994,8,6,England,96
odi,1994,8,7,New Zealand,91
odi,1994,8,8,Sri Lanka,88
odi,1994,8,9,Zimbabwe,26
odi,1994,9,1,West Indies,114
odi,1994,9,2,Pakistan,111
odi,1994,9,3,Australia,107
odi,1994,9,4,England,106
odi,1994,9,5,India,97
odi,1994,9,6,South Africa,96
odi,1994,9,7,New Zealand,91
odi,1994,9,8,Sri Lanka,89
odi,1994,9,9,Zimbabwe,26
odi,1994,10,1,West Indies,114
odi,1994,10,2,Australia,106
odi,1994,10,3,Pakistan,106
odi,1994,10,4,England,106
odi,1994,10,5,India,102
odi,1994,10,6,South Africa,94
odi,1994,10,7,Sri Lanka,93
odi,1994,10,8,New Zealand,91
odi,1994,10,9,Zimbabwe,26
odi,1994,11,1,West Indies,114
odi,1994,11,2,Australia,110
odi,1994,11,3,Pakistan,108
odi,1994,11,4,England,106
odi,1994,11,5,India,105
odi,1994,11,6,Sri Lanka,93
odi,1994,11,7,New Zealand,88
odi,1994,11,8,South Africa,87
odi,1994,11,9,Zimbabwe,26
odi,1994,12,1,India,114
odi,1994,12,2,Australia,110
odi,1994,12,3,Pakistan,108
odi,1994,12,4,West Indies,106
odi,1994,12,5,England,106
odi,1994,12,6,Sri Lanka,90
odi,1994,12,7,South Africa,87
odi,1994,12,8,New Zealand,86
odi,1994,12,9,Zimbabwe,33
odi,1995,1,1,India,114
odi,1995,1,2,Australia,112
odi,1995,1,3,Pakistan,110
odi,1995,1,4,West Indies,106
odi,1995,1,5,England,96
odi,1995,1,6,South Africa,92
odi,1995,1,7,Sri Lanka,90
odi,1995,1,8,New Zealand,78
odi,1995,1,9,Zimbabwe,38
odi,1995,2,1,India,114
odi,1995,2,2,Australia,111
odi,1995,2,3,West Indies,108
odi,1995,2,4,Pakistan,106
odi,1995,2,5,England,100
odi,1995,2,6,South Africa,94
odi,1995,2,7,Sri Lanka,90
odi,1995,2,8,New Zealand,76
odi,1995,2,9,Zimbabwe,38
odi,1995,3,1,India,110
odi,1995,3,2,West Indies,110
odi,1995,3,3,Australia,109
odi,1995,3,4,Pakistan,104
odi,1995,3,5,England,100
odi,1995,3,6,South Africa,94
odi,1995,3,7,Sri Lanka,90
odi,1995,3,8,New Zealand,80
odi,1995,3,9,Zimbabwe,46
odi,1995,4,1,West Indies,112
odi,1995,4,2,India,110
odi,1995,4,3,Australia,107
odi,1995,4,4,Pakistan,104
odi,1995,4,5,England,100
odi,1995,4,6,South Africa,94
odi,1995,4,7,Sri Lanka,88
odi,1995,4,8,New Zealand,82
odi,1995,4,9,Zimbabwe,46
odi,1995,5,1,West Indies,113
odi,1995,5,2,India,110
odi,1995,5,3,Australia,107
odi,1995,5,4,Pakistan,104
odi,1995,5,5,England,98
odi,1995,5,6,South Africa,94
odi,1995,5,7,Sri Lanka,88
odi,1995,5,8,New Zealand,82
odi,1995,5,9,Zimbabwe,46
odi,1995,8,1,India,114
odi,1995,8,2,England,113
odi,1995,8,3,West Indies,108
odi,1995,8,4,Australia,107
odi,1995,8,5,Pakistan,105
odi,1995,8,6,South Africa,93
odi,1995,8,7,Sri Lanka,86
odi,1995,8,8,New Zealand,79
odi,1995,8,9,Zimbabwe,52
odi,1995,9,1,India,114
odi,1995,9,2,England,113
odi,1995,9,3,West Indies,108
odi,1995,9,4,Australia,107
odi,1995,9,5,Pakistan,106
odi,1995,9,6,South Africa,93
odi,1995,9,7,Sri Lanka,84
odi,1995,9,8,New Zealand,79
odi,1995,9,9,Zimbabwe,52
odi,1995,10,1,India,114
odi,1995,10,2,England,113
odi,1995,10,3,West Indies,108
odi,1995,10,4,Australia,107
odi,1995,10,5,Pakistan,103
odi,1995,10,6,South Africa,93
odi,1995,10,7,Sri Lanka,87
odi,1995,10,8,New Zealand,79
odi,1995,10,9,Zimbabwe,52
odi,1995,11,1,England,113
odi,1995,11,2,India,109
odi,1995,11,3,Australia,107
odi,1995,11,4,West Indies,104
odi,1995,11,5,Pakistan,100
odi,1995,11,6,South Africa,94
odi,1995,11,7,Sri Lanka,94
odi,1995,11,8,New Zealand,84
odi,1995,11,9,Zimbabwe,50
odi,1995,12,1,England,113
odi,1995,12,2,India,109
odi,1995,12,3,Australia,107
odi,1995,12,4,West Indies,104
odi,1995,12,5,Pakistan,101
odi,1995,12,6,South Africa,94
odi,1995,12,7,Sri Lanka,94
odi,1995,12,8,New Zealand,82
odi,1995,12,9,Zimbabwe,50
odi,1996,1,1,Australia,113
odi,1996,1,2,England,113
odi,1996,1,3,India,109
odi,1996,1,4,Pakistan,98
odi,1996,1,5,West Indies,97
odi,1996,1,6,Sri Lanka,95
odi,1996,1,7,South Africa,94
odi,1996,1,8,New Zealand,86
odi,1996,1,9,Zimbabwe,50
odi,1996,2,1,Australia,110
odi,1996,2,2,India,109
odi,1996,2,3,South Africa,104
odi,1996,2,4,West Indies,100
odi,1996,2,5,Pakistan,98
odi,1996,2,6,Sri Lanka,94
odi,1996,2,7,England,89
odi,1996,2,8,New Zealand,84
odi,1996,2,9,Zimbabwe,54
odi,1996,3,1,Australia,112
odi,1996,3,2,India,109
odi,1996,3,3,South Africa,107
odi,1996,3,4,West Indies,99
odi,1996,3,5,Pakistan,97
odi,1996,3,6,Sri Lanka,95
odi,1996,3,7,New Zealand,85
odi,1996,3,8,England,84
odi,1996,3,9,Zimbabwe,52
odi,1996,4,1,Australia,110
odi,1996,4,2,South Africa,106
odi,1996,4,3,India,106
odi,1996,4,4,West Indies,101
odi,1996,4,5,Sri Lanka,101
odi,1996,4,6,Pakistan,97
odi,1996,4,7,New Zealand,83
odi,1996,4,8,England,80
odi,1996,4,9,Zimbabwe,52
odi,1996,5,1,South Africa,112
odi,1996,5,2,Australia,110
odi,1996,5,3,Sri Lanka,100
odi,1996,5,4,India,100
odi,1996,5,5,West Indies,99
odi,1996,5,6,Pakistan,98
odi,1996,5,7,New Zealand,84
odi,1996,5,8,England,84
odi,1996,5,9,Zimbabwe,52
odi,1996,8,1,South Africa,118
odi,1996,8,2,Australia,112
odi,1996,8,3,Sri Lanka,104
odi,1996,8,4,West Indies,96
odi,1996,8,5,India,95
odi,1996,8,6,Pakistan,94
odi,1996,8,7,New Zealand,84
odi,1996,8,8,England,82
odi,1996,8,9,Zimbabwe,54
odi,1996,9,1,South Africa,118
odi,1996,9,2,Australia,109
odi,1996,9,3,Sri Lanka,108
odi,1996,9,4,West Indies,96
odi,1996,9,5,India,94
odi,1996,9,6,England,91
odi,1996,9,7,Pakistan,89
odi,1996,9,8,New Zealand,84
odi,1996,9,9,Zimbabwe,52
odi,1996,10,1,South Africa,116
odi,1996,10,2,Sri Lanka,112
odi,1996,10,3,Australia,109
odi,1996,10,4,West Indies,96
odi,1996,10,5,Pakistan,92
odi,1996,10,6,India,90
odi,1996,10,7,England,87
odi,1996,10,8,New Zealand,84
odi,1996,10,9,Zimbabwe,52
odi,1996,11,1,South Africa,124
odi,1996,11,2,Sri Lanka,110
odi,1996,11,3,Australia,102
odi,1996,11,4,West Indies,96
odi,1996,11,5,Pakistan,94
odi,1996,11,6,India,90
odi,1996,11,7,England,87
odi,1996,11,8,New Zealand,84
odi,1996,11,9,Zimbabwe,51
odi,1996,12,1,South Africa,121
odi,1996,12,2,Sri Lanka,106
odi,1996,12,3,Australia,99
odi,1996,12,4,Pakistan,99
odi,1996,12,5,West Indies,96
odi,1996,12,6,India,94
odi,1996,12,7,England,87
odi,1996,12,8,New Zealand,82
odi,1996,12,9,Zimbabwe,50
odi,1997,1,1,South Africa,119
odi,1997,1,2,Sri Lanka,106
odi,1997,1,3,Australia,99
odi,1997,1,4,Pakistan,99
odi,1997,1,5,India,97
odi,1997,1,6,West Indies,95
odi,1997,1,7,New Zealand,83
odi,1997,1,8,England,82
odi,1997,1,9,Zimbabwe,55
odi,1997,2,1,South Africa,121
odi,1997,2,2,Sri Lanka,106
odi,1997,2,3,Pakistan,100
odi,1997,2,4,West Indies,97
odi,1997,2,5,Australia,96
odi,1997,2,6,India,94
odi,1997,2,7,New Zealand,83
odi,1997,2,8,England,73
odi,1997,2,9,Zimbabwe,63
odi,1997,3,1,South Africa,122
odi,1997,3,2,Sri Lanka,106
odi,1997,3,3,Pakistan,100
odi,1997,3,4,West Indies,97
odi,1997,3,5,Australia,96
odi,1997,3,6,India,90
odi,1997,3,7,New Zealand,81
odi,1997,3,8,England,77
odi,1997,3,9,Zimbabwe,69
odi,1997,4,1,South Africa,122
odi,1997,4,2,Sri Lanka,105
odi,1997,4,3,Pakistan,100
odi,1997,4,4,Australia,97
odi,1997,4,5,West Indies,97
odi,1997,4,6,India,90
odi,1997,4,7,New Zealand,84
odi,1997,4,8,England,75
odi,1997,4,9,Zimbabwe,69
odi,1997,5,1,South Africa,117
odi,1997,5,2,Sri Lanka,106
odi,1997,5,3,Australia,101
odi,1997,5,4,West Indies,99
odi,1997,5,5,Pakistan,98
odi,1997,5,6,India,89
odi,1997,5,7,New Zealand,84
odi,1997,5,8,England,75
odi,1997,5,9,Zimbabwe,70
odi,1997,6,1,South Africa,117
odi,1997,6,2,Sri Lanka,107
odi,1997,6,3,West Indies,100
odi,1997,6,4,Pakistan,97
odi,1997,6,5,Australia,96
odi,1997,6,6,India,88
odi,1997,6,7,England,84
odi,1997,6,8,New Zealand,83
odi,1997,6,9,Zimbabwe,70
odi,1997,7,1,South Africa,117
odi,1997,7,2,Sri Lanka,108
odi,1997,7,3,West Indies,100
odi,1997,7,4,Pakistan,97
odi,1997,7,5,Australia,96
odi,1997,7,6,India,88
odi,1997,7,7,England,84
odi,1997,7,8,New Zealand,83
odi,1997,7,9,Zimbabwe,70
odi,1997,8,1,South Africa,121
odi,1997,8,2,Sri Lanka,113
odi,1997,8,3,West Indies,100
odi,1997,8,4,Pakistan,97
odi,1997,8,5,Australia,93
odi,1997,8,6,New Zealand,85
odi,1997,8,7,India,83
odi,1997,8,8,England,80
odi,1997,8,9,Zimbabwe,72
odi,1997,9,1,South Africa,121
odi,1997,9,2,Sri Lanka,115
odi,1997,9,3,West Indies,100
odi,1997,9,4,Pakistan,96
odi,1997,9,5,Australia,93
odi,1997,9,6,New Zealand,85
odi,1997,9,7,India,83
odi,1997,9,8,England,80
odi,1997,9,9,Zimbabwe,72
odi,1997,10,1,South Africa,121
odi,1997,10,2,Sri Lanka,115
odi,1997,10,3,West Indies,100
odi,1997,10,4,Australia,93
odi,1997,10,5,Pakistan,92
odi,1997,10,6,India,87
odi,1997,10,7,New Zealand,84
odi,1997,10,8,England,80
odi,1997,10,9,Zimbabwe,73
odi,1997,11,1,South Africa,128
odi,1997,11,2,Sri Lanka,123
odi,1997,11,3,West Indies,105
odi,1997,11,4,Australia,100
odi,1997,11,5,Pakistan,100
odi,1997,11,6,India,93
odi,1997,11,7,New Zealand,90
odi,1997,11,8,Zimbabwe,88
odi,1997,11,9,England,87
odi,1997,12,1,South Africa,134
odi,1997,12,2,Sri Lanka,121
odi,1997,12,3,West Indies,101
odi,1997,12,4,Pakistan,100
odi,1997,12,5,Australia,99
odi,1997,12,6,India,93
odi,1997,12,7,New Zealand,90
odi,1997,12,8,Zimbabwe,88
odi,1997,12,9,England,87
odi,1998,1,1,South Africa,132
odi,1998,1,2,Sri Lanka,119
odi,1998,1,3,England,102
odi,1998,1,4,Australia,102
odi,1998,1,5,West Indies,100
odi,1998,1,6,Pakistan,99
odi,1998,1,7,India,91
odi,1998,1,8,New Zealand,90
odi,1998,1,9,Zimbabwe,88
odi,1998,2,1,South Africa,130
odi,1998,2,2,Sri Lanka,121
odi,1998,2,3,Australia,104
odi,1998,2,4,England,102
odi,1998,2,5,West Indies,100
odi,1998,2,6,Pakistan,97
odi,1998,2,7,India,94
odi,1998,2,8,New Zealand,92
odi,1998,2,9,Zimbabwe,85
odi,1998,2,10,Bangladesh,13
odi,1998,3,1,South Africa,130
odi,1998,3,2,Sri Lanka,121
odi,1998,3,3,Australia,103
odi,1998,3,4,England,102
odi,1998,3,5,West Indies,100
odi,1998,3,6,Pakistan,97
odi,1998,3,7,India,94
odi,1998,3,8,New Zealand,93
odi,1998,3,9,Zimbabwe,85
odi,1998,3,10,Bangladesh,13
odi,1998,4,1,South Africa,130
odi,1998,4,2,Sri Lanka,121
odi,1998,4,3,England,104
odi,1998,4,4,Australia,101
odi,1998,4,5,West Indies,99
odi,1998,4,6,Pakistan,98
odi,1998,4,7,New Zealand,95
odi,1998,4,8,India,95
odi,1998,4,9,Zimbabwe,81
odi,1998,4,10,Bangladesh,13
odi,1998,5,1,South Africa,132
odi,1998,5,2,Sri Lanka,118
odi,1998,5,3,West Indies,105
odi,1998,5,4,Australia,105
odi,1998,5,5,Pakistan,99
odi,1998,5,6,India,96
odi,1998,5,7,England,95
odi,1998,5,8,New Zealand,93
odi,1998,5,9,Zimbabwe,77
odi,1998,5,10,Bangladesh,12
odi,1998,6,1,South Africa,131
odi,1998,6,2,Sri Lanka,116
odi,1998,6,3,West Indies,105
odi,1998,6,4,Australia,105
odi,1998,6,5,Pakistan,99
odi,1998,6,6,England,97
odi,1998,6,7,India,96
odi,1998,6,8,New Zealand,93
odi,1998,6,9,Zimbabwe,77
odi,1998,6,10,Kenya,44
odi,1998,6,11,Bangladesh,16
odi,1998,7,1,South Africa,131
odi,1998,7,2,Sri Lanka,117
odi,1998,7,3,West Indies,105
odi,1998,7,4,Australia,105
odi,1998,7,5,Pakistan,99
odi,1998,7,6,England,97
odi,1998,7,7,India,96
odi,1998,7,8,New Zealand,92
odi,1998,7,9,Zimbabwe,77
odi,1998,7,10,Kenya,44
odi,1998,7,11,Bangladesh,16
odi,1998,8,1,South Africa,130
odi,1998,8,2,Sri Lanka,115
odi,1998,8,3,West Indies,107
odi,1998,8,4,Australia,104
odi,1998,8,5,England,102
odi,1998,8,6,Pakistan,98
odi,1998,8,7,India,98
odi,1998,8,8,New Zealand,91
odi,1998,8,9,Zimbabwe,78
odi,1998,8,10,Kenya,44
odi,1998,8,11,Bangladesh,15
odi,1998,9,1,South Africa,128
odi,1998,9,2,Sri Lanka,117
odi,1998,9,3,West Indies,107
odi,1998,9,4,Australia,104
odi,1998,9,5,England,103
odi,1998,9,6,India,100
odi,1998,9,7,Pakistan,96
odi,1998,9,8,New Zealand,91
odi,1998,9,9,Zimbabwe,78
odi,1998,9,10,Kenya,44
odi,1998,9,11,Bangladesh,15
odi,1998,10,1,South Africa,128
odi,1998,10,2,Sri Lanka,117
odi,1998,10,3,West Indies,107
odi,1998,10,4,Australia,104
odi,1998,10,5,England,103
odi,1998,10,6,Pakistan,102
odi,1998,10,7,India,95
odi,1998,10,8,New Zealand,93
odi,1998,10,9,Zimbabwe,77
odi,1998,10,10,Kenya,44
odi,1998,10,11,Bangladesh,15
odi,1998,11,1,South Africa,132
odi,1998,11,2,Sri Lanka,117
odi,1998,11,3,West Indies,111
odi,1998,11,4,Australia,101
odi,1998,11,5,England,101
odi,1998,11,6,Pakistan,100
odi,1998,11,7,India,95
odi,1998,11,8,New Zealand,92
odi,1998,11,9,Zimbabwe,77
odi,1998,11,10,Kenya,44
odi,1998,11,11,Bangladesh,15
odi,1999,1,1,South Africa,132
odi,1999,1,2,West Indies,111
odi,1999,1,3,Sri Lanka,107
odi,1999,1,4,Australia,106
odi,1999,1,5,England,101
odi,1999,1,6,Pakistan,97
odi,1999,1,7,India,97
odi,1999,1,8,New Zealand,94
odi,1999,1,9,Zimbabwe,83
odi,1999,1,10,Kenya,44
odi,1999,1,11,Bangladesh,15
odi,1999,2,1,South Africa,133
odi,1999,2,2,Australia,109
odi,1999,2,3,West Indies,108
odi,1999,2,4,England,107
odi,1999,2,5,Sri Lanka,102
odi,1999,2,6,India,98
odi,1999,2,7,Pakistan,97
odi,1999,2,8,New Zealand,93
odi,1999,2,9,Zimbabwe,83
odi,1999,2,10,Kenya,44
odi,1999,2,11,Bangladesh,15
odi,1999,3,1,South Africa,130
odi,1999,3,2,Australia,113
odi,1999,3,3,West Indies,106
odi,1999,3,4,Sri Lanka,102
odi,1999,3,5,England,100
odi,1999,3,6,New Zealand,98
odi,1999,3,7,India,98
odi,1999,3,8,Pakistan,97
odi,1999,3,9,Zimbabwe,83
odi,1999,3,10,Kenya,44
odi,1999,3,11,Bangladesh,14
odi,1999,4,1,South Africa,131
odi,1999,4,2,Australia,113
odi,1999,4,3,West Indies,106
odi,1999,4,4,Sri Lanka,100
odi,1999,4,5,England,100
odi,1999,4,6,Pakistan,100
odi,1999,4,7,India,98
odi,1999,4,8,New Zealand,97
odi,1999,4,9,Zimbabwe,85
odi,1999,4,10,Kenya,43
odi,1999,4,11,Bangladesh,8
odi,1999,5,1,South Africa,131
odi,1999,5,2,Australia,112
odi,1999,5,3,West Indies,108
odi,1999,5,4,Pakistan,101
odi,1999,5,5,Sri Lanka,99
odi,1999,5,6,India,98
odi,1999,5,7,England,98
odi,1999,5,8,New Zealand,97
odi,1999,5,9,Zimbabwe,85
odi,1999,5,10,Kenya,43
odi,1999,5,11,Bangladesh,8
odi,1999,6,1,South Africa,130
odi,1999,6,2,Australia,111
odi,1999,6,3,West Indies,106
odi,1999,6,4,Pakistan,102
odi,1999,6,5,India,98
odi,1999,6,6,England,98
odi,1999,6,7,Sri Lanka,98
odi,1999,6,8,New Zealand,97
odi,1999,6,9,Zimbabwe,87
odi,1999,6,10,Kenya,39
odi,1999,6,11,Bangladesh,12
odi,1999,8,1,South Africa,130
odi,1999,8,2,Australia,119
odi,1999,8,3,West Indies,105
odi,1999,8,4,Pakistan,102
odi,1999,8,5,India,99
odi,1999,8,6,New Zealand,98
odi,1999,8,7,England,98
odi,1999,8,8,Sri Lanka,92
odi,1999,8,9,Zimbabwe,87
odi,1999,8,10,Kenya,39
odi,1999,8,11,Bangladesh,10
odi,1999,9,1,South Africa,130
odi,1999,9,2,Australia,120
odi,1999,9,3,West Indies,107
odi,1999,9,4,Pakistan,102
odi,1999,9,5,New Zealand,98
odi,1999,9,6,England,98
odi,1999,9,7,India,97
odi,1999,9,8,Sri Lanka,93
odi,1999,9,9,Zimbabwe,85
odi,1999,9,10,Kenya,39
odi,1999,9,11,Bangladesh,10
odi,1999,10,1,South Africa,128
odi,1999,10,2,Australia,120
odi,1999,10,3,Pakistan,106
odi,1999,10,4,India,101
odi,1999,10,5,West Indies,101
odi,1999,10,6,New Zealand,98
odi,1999,10,7,England,98
odi,1999,10,8,Sri Lanka,93
odi,1999,10,9,Zimbabwe,83
odi,1999,10,10,Kenya,36
odi,1999,10,11,Bangladesh,10
odi,1999,11,1,South Africa,129
odi,1999,11,2,Australia,121
odi,1999,11,3,Pakistan,110
odi,1999,11,4,New Zealand,101
odi,1999,11,5,India,99
odi,1999,11,6,West Indies,98
odi,1999,11,7,England,98
odi,1999,11,8,Sri Lanka,92
odi,1999,11,9,Zimbabwe,82
odi,1999,11,10,Kenya,36
odi,1999,11,11,Bangladesh,8
odi,1999,12,1,South Africa,129
odi,1999,12,2,Australia,121
odi,1999,12,3,Pakistan,110
odi,1999,12,4,India,101
odi,1999,12,5,England,98
odi,1999,12,6,West Indies,98
odi,1999,12,7,New Zealand,97
odi,1999,12,8,Sri Lanka,93
odi,1999,12,9,Zimbabwe,80
odi,1999,12,10,Kenya,36
odi,1999,12,11,Bangladesh,8
odi,2000,1,1,South Africa,129
odi,2000,1,2,Australia,121
odi,2000,1,3,Pakistan,110
odi,2000,1,4,India,101
odi,2000,1,5,New Zealand,99
odi,2000,1,6,England,98
odi,2000,1,7,West Indies,97
odi,2000,1,8,Sri Lanka,93
odi,2000,1,9,Zimbabwe,80
odi,2000,1,10,Kenya,36
odi,2000,1,11,Bangladesh,8
odi,2000,2,1,South Africa,127
odi,2000,2,2,Australia,125
odi,2000,2,3,Pakistan,110
odi,2000,2,4,New Zealand,105
odi,2000,2,5,England,99
odi,2000,2,6,India,98
odi,2000,2,7,Sri Lanka,93
odi,2000,2,8,West Indies,92
odi,2000,2,9,Zimbabwe,81
odi,2000,2,10,Kenya,36
odi,2000,2,11,Bangladesh,8
odi,2000,3,1,Australia,128
odi,2000,3,2,South Africa,126
odi,2000,3,3,Pakistan,105
odi,2000,3,4,New Zealand,101
odi,2000,3,5,England,101
odi,2000,3,6,Sri Lanka,98
odi,2000,3,7,India,98
odi,2000,3,8,West Indies,92
odi,2000,3,9,Zimbabwe,81
odi,2000,3,10,Kenya,36
odi,2000,3,11,Bangladesh,8
odi,2000,4,1,Australia,127
odi,2000,4,2,South Africa,121
odi,2000,4,3,Pakistan,107
odi,2000,4,4,New Zealand,104
odi,2000,4,5,England,101
odi,2000,4,6,India,100
odi,2000,4,7,Sri Lanka,98
odi,2000,4,8,West Indies,93
odi,2000,4,9,Zimbabwe,80
odi,2000,4,10,Kenya,36
odi,2000,4,11,Bangladesh,8
odi,2000,5,1,Australia,125
odi,2000,5,2,South Africa,122
odi,2000,5,3,Pakistan,106
odi,2000,5,4,New Zealand,104
odi,2000,5,5,England,101
odi,2000,5,6,India,100
odi,2000,5,7,Sri Lanka,98
odi,2000,5,8,West Indies,96
odi,2000,5,9,Zimbabwe,78
odi,2000,5,10,Kenya,36
odi,2000,5,11,Bangladesh,7
odi,2000,6,1,Australia,125
odi,2000,6,2,South Africa,122
odi,2000,6,3,Pakistan,106
odi,2000,6,4,New Zealand,104
odi,2000,6,5,England,101
odi,2000,6,6,India,100
odi,2000,6,7,Sri Lanka,99
odi,2000,6,8,West Indies,96
odi,2000,6,9,Zimbabwe,78
odi,2000,6,10,Kenya,36
odi,2000,6,11,Bangladesh,6
odi,2000,7,1,Australia,125
odi,2000,7,2,South Africa,122
odi,2000,7,3,Pakistan,107
odi,2000,7,4,New Zealand,104
odi,2000,7,5,England,101
odi,2000,7,6,Sri Lanka,99
odi,2000,7,7,India,99
odi,2000,7,8,West Indies,96
odi,2000,7,9,Zimbabwe,78
odi,2000,7,10,Kenya,36
odi,2000,7,11,Bangladesh,6
odi,2000,8,1,Australia,129
odi,2000,8,2,South Africa,116
odi,2000,8,3,New Zealand,108
odi,2000,8,4,Pakistan,107
odi,2000,8,5,Sri Lanka,105
odi,2000,8,6,England,101
odi,2000,8,7,India,98
odi,2000,8,8,West Indies,91
odi,2000,8,9,Zimbabwe,81
odi,2000,8,10,Kenya,32
odi,2000,8,11,Bangladesh,3
odi,2000,9,1,Australia,128
odi,2000,9,2,South Africa,118
odi,2000,9,3,Pakistan,109
odi,2000,9,4,Sri Lanka,105
odi,2000,9,5,New Zealand,104
odi,2000,9,6,England,101
odi,2000,9,7,India,98
odi,2000,9,8,West Indies,91
odi,2000,9,9,Zimbabwe,80
odi,2000,9,10,Kenya,32
odi,2000,9,11,Bangladesh,3
odi,2000,10,1,Australia,128
odi,2000,10,2,South Africa,118
odi,2000,10,3,Pakistan,109
odi,2000,10,4,Sri Lanka,105
odi,2000,10,5,England,101
odi,2000,10,6,India,98
odi,2000,10,7,New Zealand,97
odi,2000,10,8,West Indies,91
odi,2000,10,9,Zimbabwe,85
odi,2000,10,10,Kenya,32
odi,2000,10,11,Bangladesh,3
odi,2000,11,1,Australia,125
odi,2000,11,2,South Africa,120
odi,2000,11,3,Sri Lanka,110
odi,2000,11,4,Pakistan,109
odi,2000,11,5,India,100
odi,2000,11,6,New Zealand,99
odi,2000,11,7,England,99
odi,2000,11,8,West Indies,89
odi,2000,11,9,Zimbabwe,80
odi,2000,11,10,Kenya,31
odi,2000,11,11,Bangladesh,2
odi,2000,12,1,Australia,125
odi,2000,12,2,South Africa,121
odi,2000,12,3,Sri Lanka,110
odi,2000,12,4,Pakistan,109
odi,2000,12,5,India,100
odi,2000,12,6,England,99
odi,2000,12,7,New Zealand,98
odi,2000,12,8,West Indies,89
odi,2000,12,9,Zimbabwe,80
odi,2000,12,10,Kenya,31
odi,2000,12,11,Bangladesh,2
odi,2001,1,1,Australia,125
odi,2001,1,2,South Africa,123
odi,2001,1,3,Pakistan,109
odi,2001,1,4,Sri Lanka,108
odi,2001,1,5,India,101
odi,2001,1,6,England,99
odi,2001,1,7,New Zealand,95
odi,2001,1,8,West Indies,89
odi,2001,1,9,Zimbabwe,81
odi,2001,1,10,Kenya,31
odi,2001,1,11,Bangladesh,2
odi,2001,2,1,Australia,128
odi,2001,2,2,South Africa,124
odi,2001,2,3,Pakistan,109
odi,2001,2,4,Sri Lanka,108
odi,2001,2,5,India,101
odi,2001,2,6,England,99
odi,2001,2,7,New Zealand,93
odi,2001,2,8,West Indies,90
odi,2001,2,9,Zimbabwe,80
odi,2001,2,10,Kenya,31
odi,2001,2,11,Bangladesh,2
odi,2001,3,1,Australia,128
odi,2001,3,2,South Africa,124
odi,2001,3,3,Sri Lanka,110
odi,2001,3,4,Pakistan,107
